vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos
0.038,0.895,0.068,0.3939,0.017839644104242325,0.05831364914774895,0.9238467812538147
0.0,1.0,0.0,0.0,0.13467343151569366,0.7878868579864502,0.07743971049785614
0.128,0.872,0.0,-0.296,0.9351215362548828,0.05739185959100723,0.007486524060368538
0.04,0.808,0.152,0.5956,0.006713204551488161,0.022793374955654144,0.9704933762550354
0.022,0.669,0.309,0.9913,0.014975229278206825,0.07337958365678787,0.9116451740264893
0.017,0.846,0.137,0.9746,0.01753517985343933,0.06135638430714607,0.9211084246635437
0.041,0.692,0.267,0.9713,0.006983454339206219,0.052528806030750275,0.9404877424240112
0.0,0.484,0.516,0.9153,0.00308473058976233,0.01532780658453703,0.9815874695777893
0.069,0.839,0.092,0.7103,0.11990265548229218,0.3569449186325073,0.5231524109840393
0.024,0.72,0.256,0.9779,0.006649370305240154,0.038986995816230774,0.9543635845184326
0.0,0.874,0.126,0.9091,0.009418980218470097,0.11263901740312576,0.8779420256614685
0.024,0.821,0.155,0.7622,0.007126608397811651,0.4097605049610138,0.5831128358840942
0.0,0.754,0.246,0.9196,0.004469589795917273,0.020675836130976677,0.974854588508606
0.0,0.938,0.062,0.4457,0.025911157950758934,0.3319767117500305,0.642112135887146
0.05,0.846,0.104,0.7638,0.0401240698993206,0.6084154844284058,0.35146045684814453
0.0,0.856,0.144,0.8114,0.0026385923847556114,0.014788985252380371,0.9825724363327026
0.033,0.82,0.147,0.9301,0.009205281734466553,0.029421495273709297,0.9613732099533081
0.03,0.848,0.122,0.9435,0.007968404330313206,0.19050084054470062,0.8015307784080505
0.0,0.588,0.412,0.9441,0.0030919858254492283,0.017424819990992546,0.9794832468032837
0.0,0.685,0.315,0.9161,0.005036022048443556,0.02590835653245449,0.9690556526184082
0.031,0.778,0.191,0.8421,0.007095550652593374,0.05344781279563904,0.9394567012786865
0.0,1.0,0.0,0.0,0.8471856713294983,0.1370396763086319,0.015774643048644066
0.0,0.737,0.263,0.9169,0.07045280188322067,0.17888885736465454,0.750658392906189
0.0,0.868,0.132,0.4404,0.07089799642562866,0.29532113671302795,0.633780837059021
0.0,0.821,0.179,0.747,0.005311246495693922,0.028774965554475784,0.9659138321876526
0.056,0.865,0.079,0.2363,0.9112230539321899,0.07993346452713013,0.008843439631164074
0.22,0.78,0.0,-0.5448,0.9535123705863953,0.040926385670900345,0.005561246536672115
0.047,0.735,0.218,0.9194,0.005587564781308174,0.03706895560026169,0.9573434591293335
0.09,0.858,0.052,-0.8259,0.17488263547420502,0.684528648853302,0.14058874547481537
0.075,0.925,0.0,-0.3612,0.6299062967300415,0.33675670623779297,0.03333704173564911
0.0,0.857,0.143,0.8761,0.0047142687253654,0.16487327218055725,0.8304124474525452
0.071,0.708,0.221,0.8908,0.002705689985305071,0.023798825219273567,0.9734955430030823
0.029,0.694,0.277,0.908,0.003861024510115385,0.012607255950570107,0.9835317134857178
0.0,0.701,0.299,0.91,0.004304832778871059,0.017209259793162346,0.9784859418869019
0.0,0.611,0.389,0.9323,0.002825102536007762,0.007540571969002485,0.9896343946456909
0.0,0.638,0.362,0.8807,0.007072010077536106,0.08172053098678589,0.9112074971199036
0.0,0.9,0.1,0.4404,0.08996018022298813,0.5699049234390259,0.3401348888874054
0.0,0.741,0.259,0.8442,0.10875695198774338,0.2772919833660126,0.6139510869979858
0.0,1.0,0.0,0.0,0.843702495098114,0.13499830663204193,0.021299246698617935
0.055,0.765,0.179,0.9817,0.015062381513416767,0.14133097231388092,0.8436066508293152
0.046,0.75,0.205,0.8674,0.003744784975424409,0.037173256278038025,0.9590818881988525
0.04,0.822,0.138,0.5165,0.008192519657313824,0.09088453650474548,0.900922954082489
0.057,0.869,0.073,0.492,0.42350053787231445,0.4552290737628937,0.12127041071653366
0.183,0.776,0.041,-0.9116,0.8206980228424072,0.16011083126068115,0.019191214814782143
0.135,0.71,0.155,-0.0096,0.22081634402275085,0.32021307945251465,0.4589705765247345
0.344,0.52,0.136,-0.7345,0.8411048054695129,0.12269432097673416,0.03620091825723648
0.036,0.916,0.048,0.2228,0.022001871839165688,0.09280326962471008,0.8851948380470276
0.078,0.701,0.222,0.9733,0.047301385551691055,0.15678462386131287,0.7959139943122864
0.025,0.653,0.323,0.9787,0.003080829745158553,0.02461855299770832,0.9723005890846252
0.093,0.762,0.144,0.9665,0.740678071975708,0.2235262393951416,0.03579571098089218
0.0,0.872,0.128,0.2263,0.23605170845985413,0.6230668425559998,0.1408814787864685
0.106,0.768,0.126,0.1098,0.9365569949150085,0.056857477873563766,0.006585618481040001
0.019,0.898,0.083,0.5647,0.6571423411369324,0.2848374843597412,0.05802015960216522
0.034,0.798,0.168,0.8303,0.009421096183359623,0.06949993968009949,0.9210789799690247
0.0,0.763,0.237,0.7814,0.01880924217402935,0.12948334217071533,0.8517074584960938
0.087,0.589,0.324,0.8636,0.31703341007232666,0.28195783495903015,0.4010086953639984
0.0,0.723,0.277,0.9098,0.004255260340869427,0.012908551841974258,0.9828361868858337
0.0,0.663,0.337,0.9041,0.005032102111726999,0.011418558657169342,0.9835493564605713
0.055,0.767,0.178,0.8642,0.2952270209789276,0.47923970222473145,0.22553321719169617
0.109,0.676,0.214,0.8431,0.2661738693714142,0.31172898411750793,0.42209717631340027
0.035,0.698,0.267,0.9487,0.005243594758212566,0.019184108823537827,0.9755723476409912
0.019,0.855,0.126,0.8797,0.2814415395259857,0.4328010082244873,0.2857574224472046
0.05,0.735,0.215,0.7424,0.0064878398552536964,0.04673929512500763,0.9467728137969971
0.048,0.762,0.19,0.9716,0.05119394510984421,0.2062753140926361,0.7425307035446167
0.029,0.645,0.326,0.9554,0.0048402282409369946,0.013124901801347733,0.9820349216461182
0.0,0.833,0.167,0.7351,0.010102943517267704,0.06283773481845856,0.9270593523979187
0.0,0.837,0.163,0.6249,0.008183891884982586,0.03156590089201927,0.9602502584457397
0.069,0.663,0.268,0.8255,0.005431761499494314,0.015045234933495522,0.9795230627059937
0.01,0.781,0.208,0.9882,0.007554098032414913,0.06644023954868317,0.9260057210922241
0.0,1.0,0.0,0.0,0.2596225142478943,0.5454643368721008,0.1949131339788437
0.031,0.732,0.237,0.9273,0.02500227838754654,0.12434873729944229,0.8506489992141724
0.0,0.818,0.182,0.982,0.007137414067983627,0.06159884110093117,0.9312637448310852
0.053,0.793,0.154,0.7729,0.39367443323135376,0.33250391483306885,0.2738216519355774
0.024,0.91,0.066,0.5106,0.19226913154125214,0.6612356901168823,0.14649522304534912
0.173,0.735,0.092,-0.5267,0.9447817206382751,0.04686722904443741,0.008351069875061512
0.0,0.807,0.193,0.7717,0.2576790153980255,0.41100871562957764,0.33131226897239685
0.103,0.752,0.145,0.2285,0.2340932935476303,0.5074357986450195,0.25847089290618896
0.0,0.75,0.25,0.9287,0.03274932876229286,0.07760656625032425,0.8896440863609314
0.0,0.859,0.141,0.7249,0.02246040292084217,0.03551129624247551,0.9420282244682312
0.051,0.577,0.372,0.9313,0.007228333968669176,0.031352635473012924,0.9614190459251404
0.0,0.696,0.304,0.9603,0.004900110885500908,0.012247823178768158,0.982852041721344
0.0,0.791,0.209,0.5719,0.07144854217767715,0.4720690846443176,0.45648232102394104
0.0,0.804,0.196,0.9503,0.004000857938081026,0.023474760353565216,0.9725243449211121
0.059,0.676,0.265,0.9116,0.007589259650558233,0.013766451738774776,0.9786442518234253
0.014,0.764,0.222,0.9841,0.004336229059845209,0.0832432433962822,0.9124205112457275
0.059,0.879,0.062,0.0176,0.8516122698783875,0.1305135041475296,0.017874253913760185
0.0,0.81,0.19,0.8769,0.006907690316438675,0.03655584901571274,0.9565365314483643
0.037,0.786,0.177,0.9946,0.027444342151284218,0.4165545701980591,0.5560010671615601
0.0,0.631,0.369,0.8779,0.004228236619383097,0.007873340509831905,0.9878984093666077
0.027,0.727,0.245,0.9379,0.029211804270744324,0.06956551969051361,0.9012227058410645
0.0,0.645,0.355,0.872,0.003692819271236658,0.014806888997554779,0.9815002679824829
0.0,0.892,0.108,0.6573,0.005022389814257622,0.05332878232002258,0.9416488409042358
0.0,0.781,0.219,0.9751,0.002283443696796894,0.025067759677767754,0.9726488590240479
0.05,0.872,0.079,0.8972,0.08262018114328384,0.4783025085926056,0.43907731771469116
0.013,0.785,0.203,0.9828,0.07029812783002853,0.23931151628494263,0.690390408039093
0.026,0.759,0.215,0.9509,0.0070722964592278,0.030407126992940903,0.9625205397605896
0.102,0.822,0.076,-0.3626,0.12934713065624237,0.43013185262680054,0.4405210018157959
0.025,0.803,0.172,0.9022,0.18740016222000122,0.5919129252433777,0.2206869274377823
0.017,0.795,0.188,0.9769,0.4104667901992798,0.4761589765548706,0.11337416619062424
0.079,0.67,0.252,0.9678,0.012459789402782917,0.05458623543381691,0.932953953742981
0.035,0.87,0.095,0.5709,0.0639951303601265,0.33946889638900757,0.5965359807014465
0.0,0.721,0.279,0.9258,0.006101816426962614,0.02109038084745407,0.972807765007019
0.067,0.633,0.299,0.9022,0.03439810499548912,0.09314342588186264,0.8724584579467773
0.043,0.728,0.229,0.8142,0.007419036701321602,0.02857404574751854,0.9640069007873535
0.114,0.676,0.21,0.6721,0.8712427020072937,0.09802237153053284,0.030734967440366745
0.0,0.755,0.245,0.8658,0.004641663283109665,0.028365761041641235,0.9669925570487976
0.135,0.76,0.105,-0.3612,0.7501662969589233,0.21908627450466156,0.03074747510254383
0.046,0.772,0.181,0.7902,0.01895708590745926,0.08460579812526703,0.8964370489120483
0.02,0.878,0.103,0.8082,0.008840227499604225,0.056720469146966934,0.9344392418861389
0.0,0.877,0.123,0.4215,0.0031070613767951727,0.032466717064380646,0.9644262194633484
0.0,0.9,0.1,0.6503,0.04713183641433716,0.0951671451330185,0.8577010631561279
0.0,0.695,0.305,0.9661,0.006974006537348032,0.018603762611746788,0.9744222164154053
0.0,0.689,0.311,0.8591,0.017067264765501022,0.056672073900699615,0.9262606501579285
0.15,0.773,0.077,-0.4199,0.0419476218521595,0.09269595891237259,0.8653564453125
0.043,0.833,0.125,0.835,0.16882865130901337,0.2889314591884613,0.5422398447990417
0.098,0.787,0.114,0.2023,0.0935274213552475,0.4116504490375519,0.4948221445083618
0.0,0.782,0.218,0.7814,0.013992266729474068,0.08111853152513504,0.9048892259597778
0.0,0.763,0.237,0.9296,0.003531397320330143,0.011525798588991165,0.9849427938461304
0.059,0.667,0.274,0.9653,0.006163302343338728,0.05570272356271744,0.938133955001831
0.058,0.841,0.102,0.6124,0.5099207758903503,0.462334543466568,0.02774464152753353
0.144,0.677,0.178,0.6341,0.006495721638202667,0.02166731096804142,0.9718369841575623
0.087,0.783,0.13,0.7567,0.637183427810669,0.27893581986427307,0.08388079702854156
0.058,0.867,0.075,0.1533,0.05794696509838104,0.10029041767120361,0.8417626023292542
0.04,0.833,0.127,0.6956,0.28712937235832214,0.36686673760414124,0.3460038900375366
0.0,0.709,0.291,0.9231,0.0034313478972762823,0.009643430821597576,0.9869252443313599
0.0,0.564,0.436,0.9858,0.0041893962770700455,0.010020358487963676,0.9857902526855469
0.0,0.784,0.216,0.765,0.004403643310070038,0.05794430524110794,0.9376519918441772
0.0,0.775,0.225,0.7269,0.003542213933542371,0.06594190746545792,0.9305158853530884
0.12,0.76,0.12,0.2502,0.7880972027778625,0.19319435954093933,0.01870843581855297
0.0,0.647,0.353,0.9803,0.0062024034559726715,0.013494981452822685,0.9803025722503662
0.0,0.768,0.232,0.9681,0.009726259857416153,0.04577609524130821,0.9444976449012756
0.191,0.809,0.0,-0.7269,0.015213364735245705,0.04060674458742142,0.944179892539978
0.071,0.514,0.415,0.8934,0.0037178315687924623,0.02176830917596817,0.974513828754425
0.065,0.893,0.042,-0.4721,0.015220108442008495,0.1789943277835846,0.8057855367660522
0.081,0.779,0.14,0.4194,0.1915113627910614,0.41982609033584595,0.38866254687309265
0.0,0.644,0.356,0.9117,0.004002560395747423,0.009855207987129688,0.9861422181129456
0.106,0.894,0.0,-0.5504,0.8702588677406311,0.11712720990180969,0.01261393167078495
0.072,0.652,0.276,0.9517,0.05818938836455345,0.2968614399433136,0.6449491381645203
0.047,0.869,0.085,0.4199,0.007324839476495981,0.03722107782959938,0.9554541110992432
0.025,0.752,0.223,0.8957,0.5108840465545654,0.288697212934494,0.20041869580745697
0.032,0.717,0.251,0.9597,0.01154370978474617,0.03804002329707146,0.9504162669181824
0.0,0.657,0.343,0.9098,0.0023467466235160828,0.018769195303320885,0.9788841009140015
0.05,0.905,0.045,-0.1154,0.9282985329627991,0.06641379743814468,0.005287636071443558
0.186,0.74,0.074,-0.5283,0.9111445546150208,0.07884401828050613,0.010011479258537292
0.141,0.832,0.028,-0.7721,0.693446934223175,0.2535478472709656,0.05300522223114967
0.0,0.854,0.146,0.6476,0.004446394741535187,0.08270399272441864,0.9128496646881104
0.04,0.844,0.116,0.6808,0.004731350112706423,0.0334564633667469,0.9618121385574341
0.0,0.763,0.237,0.8906,0.004628769122064114,0.01864411123096943,0.9767271280288696
0.022,0.788,0.189,0.9901,0.002115183509886265,0.02957458235323429,0.9683102369308472
0.04,0.722,0.237,0.9782,0.11339121311903,0.25310876965522766,0.6335000395774841
0.0,0.874,0.126,0.7579,0.003824762534350157,0.01941649615764618,0.9767587184906006
0.0,0.938,0.062,0.4215,0.004620557185262442,0.02687329240143299,0.9685062170028687
0.058,0.794,0.148,0.6249,0.021676018834114075,0.07376427948474884,0.9045596718788147
0.2,0.63,0.171,0.1203,0.10139084607362747,0.228037029504776,0.6705721616744995
0.048,0.829,0.122,0.7458,0.014103285036981106,0.056124038994312286,0.929772675037384
0.076,0.767,0.156,0.6085,0.12868732213974,0.4672740697860718,0.4040386378765106
0.0,0.433,0.567,0.9667,0.005562520120292902,0.008123275823891163,0.9863141775131226
0.088,0.743,0.169,0.943,0.07281098514795303,0.3815239667892456,0.5456650257110596
0.0,0.857,0.143,0.9577,0.004086507484316826,0.03023817576467991,0.9656752943992615
0.11,0.593,0.297,0.6597,0.004167540930211544,0.010608416050672531,0.9852240085601807
0.189,0.811,0.0,-0.5994,0.22881467640399933,0.5308063626289368,0.2403789460659027
0.0,0.824,0.176,0.6983,0.28899919986724854,0.45732972025871277,0.2536710798740387
0.0,0.843,0.157,0.8868,0.006251737009733915,0.032364897429943085,0.9613833427429199
0.0,0.934,0.066,0.3506,0.05791407823562622,0.13385355472564697,0.8082323670387268
0.148,0.64,0.212,0.4926,0.0073369587771594524,0.023264043033123016,0.9693989753723145
0.0,0.75,0.25,0.9062,0.0050340075977146626,0.017354385927319527,0.9776116609573364
0.055,0.728,0.217,0.8756,0.013547321781516075,0.03331815451383591,0.9531345963478088
0.031,0.735,0.234,0.9595,0.02731798216700554,0.08089835941791534,0.8917837142944336
0.082,0.483,0.435,0.8299,0.012767008505761623,0.060272496193647385,0.9269605278968811
0.0,0.761,0.239,0.9538,0.009180783294141293,0.045155808329582214,0.9456634521484375
0.0,0.917,0.083,0.4738,0.008132843300700188,0.12229611724615097,0.8695710897445679
0.0,0.904,0.096,0.4153,0.3035779595375061,0.4723303020000458,0.2240917831659317
0.0,0.701,0.299,0.8268,0.002752486150711775,0.0140866469591856,0.9831609129905701
0.0,0.811,0.189,0.7178,0.010770483873784542,0.08833388239145279,0.9008956551551819
0.039,0.888,0.072,0.6381,0.7779302597045898,0.20947277545928955,0.012596973218023777
0.064,0.597,0.339,0.9531,0.006427367217838764,0.03522152826189995,0.9583510756492615
0.0,0.688,0.312,0.8225,0.010515092872083187,0.05811426788568497,0.9313706755638123
0.061,0.814,0.125,0.8728,0.021136796101927757,0.40512990951538086,0.5737333297729492
0.0,0.882,0.118,0.6249,0.003550061024725437,0.019032033160328865,0.9774178862571716
0.0,0.754,0.246,0.9368,0.0042360806837677956,0.011182698421180248,0.9845811724662781
0.0,0.59,0.41,0.8779,0.004397386685013771,0.02391774021089077,0.9716848731040955
0.051,0.8,0.15,0.8436,0.025485940277576447,0.12972673773765564,0.8447872996330261
0.05,0.82,0.13,0.8913,0.46600642800331116,0.39751580357551575,0.13647782802581787
0.045,0.761,0.194,0.9893,0.01687547191977501,0.24356204271316528,0.7395625114440918
0.075,0.755,0.171,0.9218,0.010716422460973263,0.08754899352788925,0.9017345905303955
0.051,0.821,0.129,0.9529,0.13392730057239532,0.6691425442695618,0.1969301700592041
0.051,0.838,0.11,0.4404,0.58221435546875,0.3488316237926483,0.06895402073860168
0.095,0.883,0.022,-0.9726,0.576205313205719,0.3956447243690491,0.02814999409019947
0.0,0.891,0.109,0.6476,0.01347809936851263,0.10979872941970825,0.8767231702804565
0.0,0.798,0.202,0.7964,0.004727048333734274,0.018377577885985374,0.9768953323364258
0.078,0.922,0.0,-0.296,0.6758878231048584,0.29729780554771423,0.026814434677362442
0.015,0.884,0.101,0.9736,0.5537562966346741,0.3758291006088257,0.07041459530591965
0.059,0.774,0.167,0.9424,0.006216451060026884,0.06721155345439911,0.9265719652175903
0.031,0.702,0.267,0.9812,0.036712758243083954,0.1408766508102417,0.8224106431007385
0.027,0.909,0.064,0.25,0.007884275168180466,0.107615627348423,0.8845001459121704
0.068,0.666,0.266,0.9883,0.00716876145452261,0.0846339613199234,0.908197283744812
0.0,0.779,0.221,0.9623,0.0034467836376279593,0.03206397593021393,0.9644892811775208
0.0,0.607,0.393,0.923,0.004403138533234596,0.009506472386419773,0.9860904216766357
0.152,0.739,0.109,-0.25,0.8523222804069519,0.13351112604141235,0.014166509732604027
0.064,0.794,0.141,0.7951,0.04095403477549553,0.27556055784225464,0.6834854483604431
0.139,0.754,0.108,-0.3774,0.09254470467567444,0.2309938669204712,0.676461398601532
0.106,0.718,0.176,0.5475,0.018208414316177368,0.11545431613922119,0.8663372993469238
0.0,0.837,0.163,0.6486,0.12505486607551575,0.6247606873512268,0.25018441677093506
0.025,0.854,0.121,0.6478,0.9294213056564331,0.06195765361189842,0.00862098578363657
0.03,0.726,0.244,0.9281,0.004290382377803326,0.030707646161317825,0.9650020003318787
0.0,0.904,0.096,0.8144,0.0025256031658500433,0.0680248811841011,0.9294494986534119
0.0,0.807,0.193,0.8126,0.010993463918566704,0.02329389750957489,0.9657126665115356
0.103,0.729,0.169,0.2481,0.9407599568367004,0.05281924456357956,0.006420786492526531
0.0,0.805,0.195,0.8655,0.005020108073949814,0.011663772165775299,0.9833161234855652
0.11,0.792,0.098,-0.4786,0.8135300874710083,0.16412776708602905,0.02234216220676899
0.041,0.793,0.166,0.9387,0.005333960056304932,0.02902047708630562,0.9656454920768738
0.029,0.798,0.174,0.9936,0.14728200435638428,0.6628880500793457,0.189830020070076
0.064,0.7,0.236,0.9677,0.004111431539058685,0.028824010863900185,0.9670645594596863
0.0,0.72,0.28,0.765,0.008074082434177399,0.031825628131628036,0.9601002335548401
0.066,0.71,0.223,0.9553,0.004201168660074472,0.025134975090622902,0.970663845539093
0.0,0.765,0.235,0.807,0.00483686150982976,0.016780178993940353,0.9783830046653748
0.0,0.76,0.24,0.9344,0.0025294385850429535,0.02579543925821781,0.9716750979423523
0.0,1.0,0.0,0.0,0.09558543562889099,0.7305341958999634,0.17388038337230682
0.081,0.63,0.289,0.765,0.0038942403625696898,0.037131406366825104,0.9589743614196777
0.072,0.825,0.103,0.682,0.07970242947340012,0.6274819374084473,0.29281559586524963
0.075,0.633,0.292,0.9757,0.01566845178604126,0.035307951271533966,0.9490236639976501
0.0,0.869,0.131,0.7717,0.004222434479743242,0.08860605210065842,0.9071715474128723
0.0,0.602,0.398,0.9351,0.01043617445975542,0.04069256782531738,0.9488711953163147
0.0,0.75,0.25,0.7184,0.02216113731265068,0.3718850612640381,0.6059538125991821
0.047,0.781,0.172,0.9476,0.002868504961952567,0.013401268050074577,0.9837301969528198
0.076,0.924,0.0,-0.4823,0.38485896587371826,0.35654133558273315,0.2585996985435486
0.107,0.893,0.0,-0.4767,0.9384588599205017,0.05484307184815407,0.006698086392134428
0.0,0.801,0.199,0.9698,0.013248229399323463,0.2452375888824463,0.7415141463279724
0.091,0.736,0.172,0.4118,0.3194522559642792,0.41055944561958313,0.2699882388114929
0.103,0.699,0.198,0.9805,0.4728638827800751,0.46310657262802124,0.06402949243783951
0.034,0.664,0.302,0.9463,0.005383708048611879,0.02104584313929081,0.9735704064369202
0.105,0.816,0.079,-0.3489,0.9209445714950562,0.07123325020074844,0.007822188548743725
0.04,0.841,0.119,0.8883,0.03380610793828964,0.31196850538253784,0.6542254090309143
0.0,0.833,0.167,0.8824,0.002712821587920189,0.05482745170593262,0.942459762096405
0.0,0.613,0.387,0.9493,0.004850170109421015,0.016735846176743507,0.9784139394760132
0.0,0.54,0.46,0.9153,0.0031027907971292734,0.013792409561574459,0.9831047654151917
0.106,0.706,0.188,0.5849,0.011299088597297668,0.025464236736297607,0.9632366895675659
0.098,0.875,0.026,-0.9218,0.40240561962127686,0.43800806999206543,0.15958628058433533
0.051,0.802,0.147,0.872,0.12377825379371643,0.6991637945175171,0.17705786228179932
0.0,0.619,0.381,0.902,0.0030232432764023542,0.012219342403113842,0.9847574234008789
0.0,0.862,0.138,0.4926,0.006411451380699873,0.035574451088905334,0.9580140709877014
0.062,0.911,0.028,-0.7067,0.7264115810394287,0.2527844309806824,0.020804032683372498
0.0,0.767,0.233,0.8176,0.27552613615989685,0.42809197306632996,0.2963818311691284
0.032,0.794,0.174,0.9354,0.010830789804458618,0.052206672728061676,0.9369625449180603
0.0,0.839,0.161,0.5927,0.008600362576544285,0.0850994884967804,0.9063001275062561
0.062,0.863,0.074,0.2609,0.07610811293125153,0.15872722864151,0.7651646733283997
0.052,0.817,0.132,0.7003,0.6370308995246887,0.27770280838012695,0.08526626974344254
0.0,0.733,0.267,0.7346,0.004678085446357727,0.017081929370760918,0.9782399535179138
0.037,0.693,0.271,0.9421,0.007454309146851301,0.02403038926422596,0.9685152769088745
0.132,0.711,0.157,0.3303,0.2697351574897766,0.3805014193058014,0.349763423204422
0.0,0.523,0.477,0.9542,0.0039031892083585262,0.008582781068980694,0.987514078617096
0.025,0.809,0.167,0.937,0.1240030825138092,0.48583343625068665,0.3901635706424713
0.072,0.641,0.288,0.8565,0.007610537577420473,0.010809170082211494,0.9815803170204163
0.066,0.859,0.075,0.1666,0.18149104714393616,0.2947174906730652,0.5237914323806763
0.049,0.823,0.127,0.6438,0.0081300875172019,0.032502517104148865,0.9593673944473267
0.0,0.754,0.246,0.8016,0.006291680969297886,0.011676477268338203,0.9820318222045898
0.028,0.934,0.038,0.1779,0.7880359292030334,0.18527090549468994,0.026693115010857582
0.032,0.792,0.176,0.9852,0.015051483176648617,0.035246748477220535,0.949701726436615
0.0,0.864,0.136,0.5255,0.7717188596725464,0.1934509426355362,0.03483016788959503
0.0,0.898,0.102,0.7917,0.12391171604394913,0.1910981982946396,0.6849901080131531
0.0,0.857,0.143,0.919,0.42028892040252686,0.48985475301742554,0.08985627442598343
0.035,0.801,0.163,0.9676,0.2866729199886322,0.21572718024253845,0.49759984016418457
0.054,0.745,0.2,0.9557,0.27897909283638,0.45331311225891113,0.26770785450935364
0.039,0.697,0.264,0.8439,0.004390566144138575,0.014780069701373577,0.9808293581008911
0.104,0.705,0.191,0.6257,0.7128766775131226,0.2520107328891754,0.03511256352066994
0.052,0.745,0.203,0.9434,0.004690517205744982,0.21159619092941284,0.7837132215499878
0.09,0.705,0.205,0.8636,0.03132275119423866,0.08831804245710373,0.8803591728210449
0.034,0.757,0.209,0.9823,0.3183373808860779,0.37351909279823303,0.30814358592033386
0.0,0.887,0.113,0.4939,0.03496620059013367,0.49242669343948364,0.4726070463657379
0.12,0.781,0.099,-0.7095,0.2061839997768402,0.3458837866783142,0.44793224334716797
0.025,0.737,0.239,0.9566,0.03296496719121933,0.08164852857589722,0.8853865265846252
0.0,0.811,0.189,0.8781,0.008624479174613953,0.07741555571556091,0.9139599800109863
0.0,0.681,0.319,0.8934,0.012511647306382656,0.06784046441316605,0.9196479320526123
0.078,0.735,0.187,0.9637,0.02321353740990162,0.06943842023611069,0.907348096370697
0.0,0.632,0.368,0.9661,0.00909399427473545,0.02034744806587696,0.9705586433410645
0.148,0.625,0.227,0.5849,0.008894774131476879,0.06524540483951569,0.9258597493171692
0.014,0.705,0.281,0.9763,0.016892120242118835,0.10569921880960464,0.8774086833000183
0.076,0.791,0.133,0.25,0.00874402467161417,0.09472677856683731,0.8965292572975159
0.058,0.778,0.165,0.5734,0.0066168284974992275,0.03945474699139595,0.9539284110069275
0.15,0.773,0.077,-0.9037,0.8176653385162354,0.14484547078609467,0.037489209324121475
0.097,0.781,0.122,0.4733,0.05067392438650131,0.09547583013772964,0.853850245475769
0.0,0.649,0.351,0.894,0.004901424050331116,0.014834758825600147,0.980263888835907
0.0,0.796,0.204,0.9695,0.003308378392830491,0.01397561002522707,0.9827159643173218
0.0,0.774,0.226,0.9287,0.0030029609333723783,0.01057624164968729,0.986420750617981
0.031,0.657,0.312,0.9644,0.007281261496245861,0.03802065923810005,0.9546980261802673
0.087,0.913,0.0,-0.4939,0.8360636830329895,0.1548069715499878,0.0091293565928936
0.0,1.0,0.0,0.0,0.7327085137367249,0.2490668147802353,0.018224647268652916
0.018,0.914,0.069,0.4971,0.009216221049427986,0.03126959130167961,0.9595141410827637
0.024,0.828,0.148,0.6897,0.03616451099514961,0.07977024465799332,0.8840652704238892
0.06,0.772,0.168,0.9109,0.004249583464115858,0.0447203628718853,0.9510300159454346
0.0,0.823,0.177,0.5783,0.009094338864088058,0.01893383264541626,0.971971869468689
0.07,0.839,0.091,0.6785,0.10757038742303848,0.5481688380241394,0.3442607820034027
